lead_id,created_at,source,product,region,rep,response_time_hours,stage_reached,status,lost_reason,deal_value,closed_at
LD-303846,15-Apr-2025 18:51,Cold Outreach,K-12 Math,North Region,Rep_11,2.5,Contacted,Open,,,
LD-303847,02/27/2026 16:46,Social Media,Coding for Kids,,Rep_06,9.47,Lead,Open,,,
LD-303848,12/28/2025 13:05,Webinar,Study Abroad Prep,North Region,Rep_11,1.06,Contacted,Open,,,
LD-303849,2026-04-17 08:44:00,Paid  Search,Study Abroad Prep,East Region,Rep_09,1.39,Lead,Open,,,
LD-303850,20-Apr-2025 07:15,Paid Search,Competitive Exam Prep,,Rep_07,1.18,Lead,Open,,,
LD-303851,06-Dec-2025 20:38,Organic Search,K-12 Math,South Region,Rep_12,5.1,Closed,Won,,558.44,2026-01-24 22:18:38.774682
LD-303852,2025-11-06 13:16:00,Referral,K-12 Math,South Region,Rep_07,3.27,Contacted,Open,,,
LD-303853,07/22/2025 15:39,Cold Outreach,Study Abroad Prep,South Region,Rep_02,0.91,Lead,Open,,,
LD-303854,02/03/2025 10:59,Referral,Competitive Exam Prep,East Region,Rep_09,4.17,Closed,Won,,1009.36,2025-03-06 07:01:19.564146
LD-303855,27-Mar-2026 17:50,Paid Search,K-12 Math,South Region,Rep_12,5.23,Contacted,Open,,,
LD-303856,2025-07-03 14:40:00,Referral,Language Learning,South Region,Rep_02,1.61,Closed,Won,,337.43,2025-08-11 07:24:00.406176
LD-303857,04/25/2025 09:05,Organic Search,Competitive Exam Prep,West Region,Rep_03,2.1,Contacted,Open,,,
LD-303858,22-May-2026 10:34,Webinar,Coding for Kids,South Region,Rep_02,6.22,Negotiation,Lost,No Response / Ghosted,$614.23,2026-06-22 11:51:47.575478
LD-303859,2026-04-16 12:55:00,Referral,Competitive Exam Prep,North Region,Rep_11,7.21,Closed,Won,,848.82,2026-05-30 23:28:57.255444
LD-303860,2026-02-23 19:01:00,Partner Channel,Competitive Exam Prep,International,Rep_05,3.75,Negotiation,Lost,Bad Timing,955.38,2026-04-01 11:47:50.461721
LD-303861,03/11/2025 13:48,Organic search,Coding for Kids,West Region,Rep_08,1.18,Proposal Sent,Lost,Went With Competitor,$746.37,2025-04-28 10:04:37.108448
LD-303862,28-Apr-2025 11:01,Organic Search,Competitive Exam Prep,International,Rep_15,0.81,Contacted,Open,,,
LD-303863,2025-04-10 20:55:00,Referral,Coding for Kids,North Region,Rep_06,0.87,Contacted,Open,,,
LD-303864,27-Apr-2026 18:02,Social Media,Coding for Kids,West Region,Rep_13,0.81,Proposal Sent,Lost,Went With Competitor,$558.23,2026-06-20 17:26:45.010714
LD-303865,03-Dec-2025 17:56,Organic Search,K-12 Math,West Region,Rep_08,1.45,Contacted,Open,,,
LD-303866,04/09/2026 08:32,Referral,K-12 Math,North Region,Rep_06,4.08,Negotiation,Lost,Went With Competitor,$579.19,2026-06-15 19:11:05.483596
LD-303867,2025-08-22 14:57:00,Paid Search,K-12 Math,West Region,Rep_13,6.8,Negotiation,Lost,No Response / Ghosted,416.26,2025-09-29 11:44:37.618306
LD-303868,04/29/2025 16:07,Paid Search,Language Learning,North Region,Rep_06,3.51,Contacted,Open,,,
LD-303869,2025-08-10 10:43:00,Social Media,K-12 Math,South Region,Rep_07,1.73,Contacted,Open,,,
LD-303870,12/02/2025 09:47,Organic Search,Coding for Kids,West Region,Rep_13,2.32,Proposal Sent,Lost,Price Objection,577.92,2026-01-11 07:12:50.396990
LD-303871,11/05/2025 16:52,Cold Outreach,Language Learning,West Region,Rep_03,0.91,Contacted,Open,,,
LD-303872,03/27/2026 10:11,Social Media,Competitive Exam Prep,North Region,Rep_01,1.9,Lead,Open,,,
LD-303873,09-Oct-2025 20:40,Paid Search,K-12 Math,South Region,Rep_02,4.01,Contacted,Open,,,
LD-303874,03/25/2026 19:09,Social Media,Language Learning,International,Rep_05,3.34,Contacted,Open,,,
LD-303875,08/28/2025 20:37,Webinar,Coding for Kids,,Rep_07,2.8,Contacted,Open,,,
LD-303876,24-Apr-2025 16:55,Referral,Study Abroad Prep,South Region,Rep_12,7.85,Closed,Won,,"$1,692.75",2025-05-29 16:26:08.471575
LD-303877,01-Aug-2025 09:48,Webinar,Study Abroad Prep,South Region,Rep_12,3.86,Closed,Won,,1527.61,2025-09-08 05:16:03.919398
LD-303878,2025-04-22 08:48:00,Paid Search,K-12 Math,North Region,Rep_06,2.66,Demo Scheduled,Open,,,
LD-303879,15-Jun-2026 20:19,Organic Search,K-12 Math,South Region,Rep_02,6.8,Contacted,Open,,,
LD-303880,14-Jun-2025 12:38,Social Media,Competitive Exam Prep,East Region,Rep_14,2.79,Lead,Open,,,
LD-303881,01/08/2025 10:08,Paid Search,K12 Math,South Region,Rep_07,2.95,Contacted,Open,,,
LD-303882,06/20/2025 20:07,Organic Search,Study Abroad Prep,North Region,Rep_11,5.69,Contacted,Open,,,
LD-303883,10/04/2025 07:17,Partner Channel,Language Learning,East Region,Rep_04,1.81,Contacted,Open,,,
LD-303884,2026-03-23 19:43:00,Referral,Coding for Kids,South Region,Rep_12,3.38,Contacted,Open,,,
LD-303885,12/01/2025 20:37,Partner Channel,Study Abroad Prep,West Region,Rep_08,0.19,Closed,Won,,"$1,351.07",2026-01-12 19:33:22.792014
LD-303886,05/19/2025 20:39,Webinar,Language Learning,North Region,Rep_06,3.31,Contacted,Open,,,
LD-303887,02/28/2025 19:58,Webinar,Language Learning,West Region,Rep_08,1.96,Contacted,Open,,,
LD-303888,07-Jul-2025 11:14,COLD OUTREACH,coding for kids,North Region,Rep_06,2.13,Lead,Open,,,
LD-303889,05/10/2026 19:38,Paid Search,Competitive Exam Prep,North Region,Rep_06,2.84,Lead,Open,,,
LD-303890,06-Jun-2025 17:10,Organic Search,K-12 Math,South Region,Rep_07,4.77,Contacted,Open,,,
LD-303891,30-Jan-2026 12:58,Referral,Competitive Exam Prep,South Region,Rep_02,0.52,Closed,Won,,1158.59,2026-03-09 00:47:30.776171
LD-303892,2026-06-24 15:22:00,Organic Search,coding for kids,North Region,Rep_11,1.48,Closed,Won,,767.37,2026-08-07 02:00:52.250257
LD-303893,11/10/2025 12:40,Social Media,K-12 Math,West Region,Rep_08,1.59,Demo Completed,Lost,Bad Timing,487.62,2025-12-07 06:18:39.672232
LD-303894,2025-01-31 07:06:00,Partner Channel,Competitive Exam Prep,North Region,Rep_11,1.68,Proposal Sent,Lost,Price Objection,1046.62,2025-03-15 01:03:41.385189
LD-303895,01/02/2026 15:16,Social Media,K-12 Math,West Region,Rep_03,1.02,Contacted,Open,,,
LD-303896,09/26/2025 20:56,Cold Outreach,Competitive Exam Prep,West Region,Rep_13,0.99,Contacted,Open,,,
LD-303897,04/29/2026 10:52,Referral,Language Learning,West Region,Rep_03,1.2,Closed,Won,,409.66,2026-06-03 15:38:24.186820
LD-303898,2025-05-23 10:50:00,Paid Search,Coding for Kids,North Region,Rep_01,3.55,Proposal Sent,Lost,Bad Timing,$620.50,2025-06-25 22:18:56.063682
LD-303899,18-Dec-2025 15:15,Organic Search,Competitive Exam Prep,West Region,Rep_03,7.31,Contacted,Open,,,
LD-303900,05/12/2026 09:33,Social Media,Competitive Exam Prep,South Region,Rep_12,2.06,Closed,Won,,907.55,2026-06-20 17:37:55.486418
LD-303901,01-Jun-2025 19:11,Organic Search,Language Learning,West Region,Rep_08,5.53,Negotiation,Lost,Price Objection,$304.98,2025-07-03 00:16:36.450218
LD-303902,2025-02-27 15:11:00,Social Media,K-12 Math,East Region,Rep_14,6.74,Demo Scheduled,Open,,,
LD-303903,12/10/2025 17:24,Partner Channel,Coding for Kids,South Region,Rep_12,1.98,Closed,Won,,752.3,2026-01-10 05:06:20.759330
LD-303904,07/18/2025 10:28,Paid Search,Study Abroad Prep,South Region,Rep_02,1.43,Proposal Sent,Lost,Went With Competitor,"$1,682.82",2025-08-18 16:21:42.465288
LD-303905,02/05/2026 13:58,Paid Search,Competitive Exam Prep,South Region,Rep_02,10.01,Proposal Sent,Lost,Went With Competitor,962.95,2026-03-25 09:56:13.641471
LD-303906,2026-02-22 07:10:00,Referral,Coding for Kids,East Region,Rep_09,10.39,Contacted,Open,,,
LD-303907,2026-03-13 14:52:00,Social Media,Coding for Kids,North Region,Rep_11,2.09,Closed,Won,,753.15,2026-04-22 23:17:29.727357
LD-303908,01/25/2026 13:59,PPC,Competitive Exam Prep,West Region,Rep_03,1.17,Lead,Open,,,
LD-303909,13-Jun-2025 11:29,Organic Search,K-12 Math,South Region,Rep_12,1.64,Contacted,Open,,,
LD-303910,2025-02-26 10:22:00,Paid Search,Study Abroad Prep,West Region,Rep_03,1.55,Proposal Sent,Lost,Price Objection,"$1,376.98",2025-03-18 06:09:19.705231
LD-303911,2025-07-04 18:49:00,Social Media,Coding for Kids,North Region,Rep_11,2.37,Proposal Sent,Lost,Price Objection,$620.32,2025-08-16 17:53:17.267557
LD-303912,21-May-2025 12:27,Social Media,Competitive Exam Prep,East Region,Rep_04,28.1,Lead,Open,,,
LD-303913,11/12/2025 12:41,Webinar,Language Learning,West Region,Rep_13,6.66,Closed,Won,,399.42,2025-12-24 11:12:53.782211
LD-303914,2025-10-31 11:46:00,Organic Search,K-12 Math,North Region,Rep_06,7.07,Lead,Open,,,
LD-303915,22-Aug-2025 20:11,Organic Search,K-12 Math,East Region,Rep_04,0.61,Contacted,Open,,,
LD-303916,11/27/2025 15:18,Webinar,K-12 Math,East Region,Rep_14,0.71,Negotiation,Lost,Bad Timing,$453.70,2026-01-24 22:11:59.589480
LD-303917,10/10/2025 15:45,Organic Search,Coding for Kids,East Region,Rep_14,1.77,Lead,Open,,,
LD-303918,03/06/2026 08:55,Cold Outreach,Competitive Exam Prep,International,Rep_10,5.46,Lead,Open,,,
LD-303919,08-Jul-2025 09:59,Webinar,K-12 Math,,Rep_14,1.06,Contacted,Open,,,
LD-303920,12-Sep-2025 13:55,Referral,Study Abroad Prep,South Region,Rep_02,1.33,Lead,Open,,,
LD-303921,2025-07-07 18:50:00,Paid Search,K-12 Math,West Region,Rep_08,3.5,Contacted,Open,,,
LD-303922,03/20/2026 17:47,Partner Channel,Competitive Exam Prep,South Region,Rep_07,6.43,Negotiation,Lost,Budget Not Approved,828.62,2026-04-19 20:44:31.302819
LD-303923,15-Apr-2025 16:44,organic search,Language Learning,South Region,Rep_12,0.81,Closed,Won,,347.66,2025-05-17 09:18:24.577722
LD-303924,2026-03-18 08:27:00,Referral,Competitive Exam Prep,West Region,Rep_13,1.76,Demo Scheduled,Open,,,
LD-303925,11-Nov-2025 17:06,Webinar,K-12 Math,North Region,Rep_01,0.93,Closed,Won,,486.1,2025-12-26 18:29:39.865940
LD-303926,01/28/2025 19:51,Referral,K-12 Math,East Region,Rep_04,1.16,Contacted,Open,,,
LD-303927,08/05/2025 10:27,Webinar,Study Abroad Prep,,Rep_05,12.37,Closed,Won,,1337.28,2025-09-07 04:02:57.942091
LD-303928,26-Sep-2025 19:02,Organic Search,Coding for Kids,West Region,Rep_03,10.99,Contacted,Open,,,
LD-303929,03-Jan-2025 15:43,Social Media,Coding for Kids,East Region,Rep_09,3.68,Contacted,Open,,,
LD-303930,03/05/2025 17:45,paid search,Competitive Exam Prep,South Region,Rep_07,3.34,Contacted,Open,,,
LD-303931,13-Dec-2025 18:04,Referral,Competitive Exam Prep,East Region,Rep_09,1.5,Contacted,Open,,,
LD-303932,2025-04-09 11:19:00,Paid  Search,Coding for Kids,East Region,Rep_04,1.57,Contacted,Open,,,
LD-303933,2026-02-04 14:14:00,organic search,Competitive Exam Prep,West Region,Rep_03,10.03,Negotiation,Lost,Price Objection,857.0,2026-03-23 13:57:13.159597
LD-303934,11/21/2025 11:00,Partner Channel,K12 Math,West Region,Rep_08,8.31,Lead,Open,,,
LD-303935,02/12/2026 13:57,Cold Outreach,K-12 Math,West Region,Rep_13,7.47,Lead,Open,,,
LD-303936,08/14/2025 15:11,organic search,Language Learning,West Region,Rep_08,3.97,Contacted,Open,,,
LD-303937,11/12/2025 14:32,Organic Search,K-12 Math,International,Rep_15,0.85,Contacted,Open,,,
LD-303938,2025-08-11 18:10:00,Paid Search,K-12 Math,International,Rep_15,2.22,Lead,Open,,,
LD-303939,08/29/2025 07:48,Partner Channel,K12 Math,South Region,Rep_12,1.86,Proposal Sent,Lost,No Response / Ghosted,$466.01,2025-10-14 10:58:06.570784
LD-303940,05/22/2026 20:18,Paid Search,Language Learning,West Region,Rep_13,1.45,Lead,Open,,,
LD-303941,11/24/2025 15:38,Referral,K-12 Math,North Region,Rep_06,4.05,Closed,Won,,565.67,2025-12-28 05:46:11.179821
LD-303942,01/11/2026 11:31,Social Media,Language Learning,South Region,Rep_07,1.66,Lead,Open,,,
LD-303943,05/29/2025 14:17,Social Media,Language Learning,North Region,Rep_06,0.95,Contacted,Open,,,
LD-303944,2025-01-31 20:22:00,Social Media,K-12 Math,International,Rep_15,5.47,Lead,Open,,,
LD-303945,12/02/2025 13:46,Webinar,Coding for Kids,North Region,Rep_11,4.45,Contacted,Open,,,
LD-303946,03-Apr-2026 10:45,Paid Search,Competitive Exam Prep,West Region,Rep_13,1.21,Contacted,Open,,,
LD-303947,13-Jun-2025 19:16,Webinar,k-12 math,West Region,Rep_13,7.72,Contacted,Open,,,
LD-303948,2025-04-23 18:20:00,Webinar,Coding for Kids,West Region,Rep_03,4.45,Contacted,Open,,,
LD-303949,2026-01-25 14:45:00,Social Media,K-12 Math,International,Rep_05,3.65,Contacted,Open,,,
LD-303950,2026-02-15 13:05:00,Organic Search,Study Abroad Prep,,Rep_14,1.74,Demo Scheduled,Open,,,
LD-303951,25-Mar-2026 08:23,Paid Search,Language Learning,East Region,Rep_14,6.29,Negotiation,Lost,No Response / Ghosted,380.33,2026-05-10 18:54:13.680973
LD-303952,11/02/2025 11:14,Social Media,K-12 Math,West Region,Rep_03,3.07,Contacted,Open,,,
LD-303953,2025-12-01 11:40:00,paid search,Language Learning,West Region,Rep_08,6.89,Lead,Open,,,
LD-303954,05/04/2025 16:53,Social Media,Competitive Exam Prep,West Region,Rep_03,5.55,Lead,Open,,,
LD-303955,01/27/2025 19:39,Social Media,k-12 math,North Region,Rep_06,1.64,Lead,Open,,,
LD-303956,03/29/2025 07:54,Webinar,K-12 Math,South Region,Rep_02,1.62,Closed,Won,,423.34,2025-04-27 22:49:58.334712
LD-303957,08-Jan-2026 10:25,Paid Search,Language Learning,South Region,Rep_02,2.12,Contacted,Open,,,
LD-303958,10/03/2025 15:29,Webinar,Language Learning,West Region,Rep_13,2.72,Proposal Sent,Lost,No Response / Ghosted,391.53,2025-11-17 16:58:53.209328
LD-303959,02/01/2025 07:12,Paid Search,Study Abroad Prep,East Region,Rep_14,3.31,Lead,Open,,,
LD-303960,2025-12-22 17:38:00,Paid Search,Study Abroad Prep,South Region,Rep_02,3.56,Contacted,Open,,,
LD-303961,06/20/2025 20:35,Social Media,K-12  Math,West Region,Rep_08,2.25,Contacted,Open,,,
LD-303962,2025-07-25 20:23:00,COLD OUTREACH,Competitive Exam Prep,International,Rep_05,7.87,Lead,Open,,,
LD-303963,01-Jan-2026 08:42,Referral,K-12 Math,South Region,Rep_02,3.47,Contacted,Open,,,
LD-303964,23-Dec-2025 07:48,Referral,Language Learning,West Region,Rep_13,6.54,Closed,Won,,$350.66,2026-02-14 03:32:28.066615
LD-303965,02/11/2026 17:01,Paid Search,Language Learning,South Region,Rep_12,26.29,Lead,Open,,,
LD-303966,06/03/2025 20:21,Referral,Competitive Exam Prep,East Region,Rep_04,0.45,Contacted,Open,,,
LD-303967,06/03/2026 20:58,Cold Outreach,K-12 Math,West Region,Rep_03,1.23,Contacted,Open,,,
LD-303968,08-May-2026 10:26,Paid Search,K-12 Math,East Region,Rep_04,2.89,Lead,Open,,,
LD-303969,2025-04-21 17:21:00,Social Media,Coding for Kids,,Rep_06,14.67,Demo Scheduled,Open,,,
LD-303970,05/26/2025 17:31,Referral,Coding for Kids,West Region,Rep_03,3.0,Negotiation,Lost,No Response / Ghosted,$598.53,2025-06-25 18:18:02.558082
LD-303971,08/08/2025 10:02,PPC,K-12 Math,West Region,Rep_13,1.33,Lead,Open,,,
LD-303972,2026-04-25 10:00:00,Organic search,Coding for Kids,East Region,Rep_04,2.47,Contacted,Open,,,
LD-303973,2025-09-14 13:22:00,Organic Search,Competitive Exam Prep,East Region,Rep_04,0.75,Contacted,Open,,,
LD-303974,2026-06-12 08:32:00,Cold Outreach,K-12 Math,East Region,Rep_04,2.8,Proposal Sent,Lost,Price Objection,$449.82,2026-07-25 00:18:46.095844
LD-303975,16-Jan-2026 10:13,cold outreach,Coding for Kids,West Region,Rep_03,6.57,Demo Completed,Lost,Went With Competitor,$671.78,2026-02-18 03:50:35.404930
LD-303976,02/11/2025 07:52,Paid Search,Study Abroad Prep,South Region,Rep_02,5.7,Contacted,Open,,,
LD-303977,12/09/2025 15:29,Referral,K-12 Math,South Region,Rep_07,4.0,Closed,Won,,492.37,2026-01-23 15:11:22.715928
LD-303978,05/22/2025 09:52,Social,Language Learning,North Region,Rep_11,4.11,Lead,Open,,,
LD-303979,05/14/2025 13:43,Referral,Coding for Kids,North Region,Rep_01,2.24,Contacted,Open,,,
LD-303980,2025-12-11 18:49:00,Paid Search,Study Abroad Prep,South Region,Rep_07,1.91,Lead,Open,,,
LD-303981,11-May-2026 16:41,Referral,K-12 Math,International,Rep_10,2.14,Contacted,Open,,,
LD-303982,2025-04-03 15:24:00,Webinar,Study Abroad Prep,,Rep_08,2.9,Closed,Won,,"$1,603.27",2025-05-14 12:21:55.600371
LD-303983,09/05/2025 11:57,Referral,Competitive Exam Prep,South Region,Rep_12,6.16,Contacted,Open,,,
LD-303984,03/21/2025 17:27,Paid Search,K-12 Math,West Region,Rep_03,3.14,Lead,Open,,,
LD-303985,02/22/2025 10:41,Paid Search,Coding for Kids,East Region,Rep_04,2.38,Lead,Open,,,
LD-303986,04/19/2026 12:49,Organic Search,Language Learning,East Region,Rep_14,3.93,Contacted,Open,,,
LD-303987,27-Jan-2025 17:45,SEO,Language Learning,East Region,Rep_04,3.46,Contacted,Open,,,
LD-303988,25-Mar-2025 13:33,Partner Channel,Competitive Exam Prep,West Region,Rep_08,4.7,Closed,Won,,1139.52,2025-05-10 05:49:39.569397
LD-303989,16-May-2025 17:54,Social Media,Language Learning,West Region,Rep_13,2.05,Lead,Open,,,
LD-303990,12/09/2025 10:06,Paid Search,Language Learning,West Region,Rep_08,5.97,Contacted,Open,,,
LD-303991,12/16/2025 12:32,Organic Search,K-12 Math,International,Rep_05,8.42,Contacted,Open,,,
LD-303992,28-May-2026 07:29,organic search,K-12 Math,South Region,Rep_07,3.32,Contacted,Open,,,
LD-303993,07/25/2025 20:46,Webinar,Competitive Exam Prep,West Region,Rep_13,6.23,Closed,Won,,$829.75,2025-08-27 14:18:33.318934
LD-303994,09/18/2025 18:23,SEO,K-12 Math,East Region,Rep_09,3.95,Contacted,Open,,,
LD-303995,2025-08-14 10:55:00,Referral,Competitive Exam Prep,East Region,Rep_04,0.74,Closed,Won,,1130.42,2025-10-07 06:04:39.478186
LD-303996,12/23/2025 07:54,Paid Search,Competitive Exam Prep,International,Rep_10,4.49,Contacted,Open,,,
LD-303997,12/10/2025 17:52,Webinar,K-12 Math,North Region,Rep_06,2.08,Contacted,Open,,,
LD-303998,04/03/2025 14:41,Social Media,K-12 Math,West Region,Rep_13,1.18,Negotiation,Lost,Budget Not Approved,522.16,2025-05-25 07:07:13.218806
LD-303999,24-Mar-2025 17:47,social media,K-12 Math,South Region,Rep_02,13.48,Closed,Won,,577.37,2025-04-26 05:09:57.963723
LD-304000,01-Jan-2025 10:59,Paid Search,K-12 Math,International,Rep_05,5.05,Lead,Open,,,
LD-304001,2026-05-27 15:31:00,Webinar,Language Learning,West Region,Rep_13,1.29,Closed,Won,,301.34,2026-06-16 04:24:49.734711
LD-304002,2025-10-13 07:37:00,Webinar,K-12 Math,South Region,Rep_02,1.34,Negotiation,Lost,Price Objection,$450.63,2025-12-01 11:26:14.888445
LD-304003,2026-06-14 07:04:00,Organic Search,Coding for Kids,North Region,Rep_06,0.76,Contacted,Open,,,
LD-304004,2025-08-27 12:11:00,Paid Search,Competitive Exam Prep,,Rep_08,3.78,Contacted,Open,,,
LD-304005,12/02/2025 07:53,Organic Search,K-12 Math,International,Rep_10,3.32,Lead,Open,,,
LD-304006,2026-05-04 17:19:00,Organic Search,Coding for Kids,West Region,Rep_08,0.41,Contacted,Open,,,
LD-304007,11/08/2025 14:40,Partner Channel,K12 Math,South Region,Rep_07,5.64,Closed,Won,,454.42,2025-12-16 10:47:03.170835
LD-304008,28-May-2026 16:44,Cold Outreach,k-12 math,North Region,Rep_01,0.72,Lead,Open,,,
LD-304009,2025-02-09 12:46:00,Referral,K-12 Math,North Region,Rep_11,2.37,Lead,Open,,,
LD-304010,03/16/2026 13:06,Partner Channel,K-12 Math,East Region,Rep_14,4.16,Lead,Open,,,
LD-304011,24-Feb-2025 19:13,Cold Outreach,K-12 Math,West Region,Rep_08,1.36,Contacted,Open,,,
LD-304012,2025-06-22 14:15:00,Paid Search,Competitive Exam Prep,International,Rep_05,2.45,Contacted,Open,,,
LD-304013,03/07/2025 12:43,Organic Search,K-12 Math,West Region,Rep_13,3.9,Contacted,Open,,,
LD-304014,06-Mar-2026 12:31,Social Media,Competitive Exam Prep,,Rep_01,2.68,Demo Completed,Lost,Price Objection,876.85,2026-04-05 12:52:28.478354
LD-304015,06/19/2026 16:13,Paid Search,Coding for Kids,North Region,Rep_11,1.87,Contacted,Open,,,
LD-304016,2025-04-11 20:37:00,Cold Outreach,Competitive Exam Prep,North Region,Rep_01,1.25,Contacted,Open,,,
LD-304017,06/15/2026 12:56,Organic Search,Coding for Kids,North Region,Rep_01,2.22,Contacted,Open,,,
LD-304018,29-Jan-2025 09:19,Social Media,Competitive Exam Prep,South Region,Rep_02,11.3,Proposal Sent,Lost,Bad Timing,850.67,2025-03-22 20:22:00.659453
LD-304019,06/24/2026 13:13,Paid Search,Coding for Kids,West Region,Rep_13,5.11,Contacted,Open,,,
LD-304020,2025-12-28 09:09:00,Paid Search,Competitive Exam Prep,North Region,Rep_06,3.05,Demo Completed,Lost,Price Objection,$926.13,2026-01-27 10:01:57.567662
LD-304021,2025-06-10 10:37:00,Social,Competitive Exam Prep,North Region,Rep_01,6.52,Contacted,Open,,,
LD-304022,04-Jul-2025 13:29,Organic Search,Language Learning,West Region,Rep_03,19.22,Contacted,Open,,,
LD-304023,02/14/2025 15:34,Social Media,Coding for Kids,West Region,Rep_03,14.8,Lead,Open,,,
LD-304024,04/25/2025 10:00,Paid Search,Competitive Exam Prep,North Region,Rep_11,2.41,Contacted,Open,,,
LD-304025,2025-08-06 08:41:00,Paid Search,Competitive Exam Prep,South Region,Rep_02,3.26,Contacted,Open,,,
LD-304026,28-Mar-2025 16:16,Organic Search,Language Learning,North Region,Rep_11,0.96,Contacted,Open,,,
LD-304027,06/12/2026 08:04,Paid Search,Language Learning,North Region,Rep_01,6.64,Proposal Sent,Lost,No Response / Ghosted,337.36,2026-07-14 23:49:23.996807
LD-304028,15-Aug-2025 14:04,Paid Search,Coding for Kids,East Region,Rep_09,2.23,Lead,Open,,,
LD-304029,2026-01-19 09:34:00,Organic Search,Study Abroad Prep,South Region,Rep_02,-1.99,Contacted,Open,,,
LD-304030,08-Mar-2025 10:00,Social Media,Competitive Exam Prep,South Region,Rep_02,4.41,Contacted,Open,,,
LD-304031,10-Oct-2025 13:59,Social Media,K-12 Math,West Region,Rep_08,0.36,Demo Completed,Lost,Budget Not Approved,592.74,2025-11-15 02:53:52.475013
LD-304032,2026-03-01 10:05:00,Social Media,Language Learning,International,Rep_15,2.58,Contacted,Open,,,
LD-304033,2025-06-13 14:30:00,Paid Search,Study Abroad Prep,South Region,Rep_07,4.14,Demo Completed,Lost,No Response / Ghosted,1616.61,2025-07-24 02:24:33.640583
LD-304034,01/31/2025 17:14,Partner Channel,K-12 Math,East Region,Rep_09,0.95,Contacted,Open,,,
LD-304035,2026-02-09 19:17:00,organic search,K-12 Math,South Region,Rep_07,1.95,Closed,Won,,489.17,2026-03-27 11:48:32.986557
LD-304036,02-Jan-2026 15:11,Paid Search,Language Learning,South Region,Rep_12,3.05,Demo Completed,Lost,No Response / Ghosted,397.22,2026-01-29 07:38:51.412898
LD-304037,2025-01-27 10:14:00,Organic Search,Language Learning,,Rep_04,5.29,Contacted,Open,,,
LD-304038,2025-10-03 14:06:00,Organic Search,Competitive Exam Prep,East Region,Rep_14,5.66,Demo Scheduled,Open,,,
LD-304039,2026-01-25 15:46:00,Organic Search,K-12 Math,South Region,Rep_02,0.58,Lead,Open,,,
LD-304040,05/30/2026 19:53,Organic Search,Coding for Kids,West Region,Rep_13,19.22,Proposal Sent,Lost,Price Objection,594.46,2026-07-07 00:46:08.234055
LD-304041,01/26/2026 19:39,Referral,Language Learning,West Region,Rep_13,3.29,Closed,Won,,387.37,2026-03-14 23:18:50.557032
LD-304042,2025-09-05 20:45:00,Webinar,Language Learning,East Region,Rep_09,2.01,Contacted,Open,,,
LD-304043,08/09/2025 10:00,Paid Search,K-12 Math,North Region,Rep_11,2.26,Contacted,Open,,,
LD-304044,2025-03-08 08:24:00,Webinar,K-12 Math,West Region,Rep_13,-2.54,Contacted,Open,,,
LD-304045,26-Feb-2026 16:38,Organic Search,Language Learning,East Region,Rep_04,10.37,Lead,Open,,,
LD-304046,2025-11-26 17:41:00,Social Media,Coding for Kids,South Region,Rep_07,2.4,Lead,Open,,,
LD-304047,2026-01-05 11:42:00,cold outreach,Competitive Exam Prep,North Region,Rep_11,2.54,Lead,Open,,,
LD-304048,03/08/2025 20:39,Partner Channel,Coding for Kids,West Region,Rep_03,7.39,Closed,Won,,$725.61,2025-04-26 17:03:38.574990
LD-304049,05/29/2026 15:46,Organic Search,Coding for Kids,West Region,Rep_13,0.65,Closed,Won,,680.3,2026-07-07 19:35:34.348156
LD-304050,04/06/2025 19:14,Organic Search,Competitive Exam Prep,,Rep_05,2.24,Contacted,Open,,,
LD-304051,02/20/2025 07:16,Paid Search,K-12 Math,South Region,Rep_02,2.66,Closed,Won,,529.88,2025-04-02 16:37:30.575914
LD-304052,2025-03-13 20:14:00,Webinar,Competitive Exam Prep,East Region,Rep_09,14.95,Lead,Open,,,
LD-304053,05-Nov-2025 18:31,Paid Search,Competitive Exam Prep,International,Rep_05,4.32,Contacted,Open,,,
LD-304054,2026-02-16 08:09:00,Partner Channel,Language Learning,,Rep_13,2.98,Closed,Won,,312.53,2026-03-30 18:35:57.332499
LD-304055,07-Apr-2025 09:04,Cold Outreach,K-12 Math,West Region,Rep_08,10.42,Lead,Open,,,
LD-304056,09-Jun-2025 07:42,Social Media,Coding for Kids,North Region,Rep_11,13.72,Lead,Open,,,
LD-304057,18-Apr-2025 17:00,Referral,Competitive Exam Prep,North Region,Rep_11,34.93,Contacted,Open,,,
LD-304058,19-Jan-2026 12:57,Webinar,CODING FOR KIDS,West Region,Rep_08,8.51,Contacted,Open,,,
LD-304059,07/16/2025 16:39,Social Media,Competitive Exam Prep,North Region,Rep_11,0.91,Negotiation,Lost,Price Objection,"$1,185.91",2025-08-29 20:33:00.682337
LD-304060,2026-06-17 10:10:00,Organic Search,Competitive Exam Prep,North Region,Rep_11,1.06,Closed,Won,,911.35,2026-07-19 17:26:33.243788
LD-304061,14-Mar-2025 15:07,Partner Channel,Competitive Exam Prep,North Region,Rep_06,6.55,Lead,Open,,,
LD-304062,03-Apr-2026 19:05,Social Media,Language Learning,West Region,Rep_03,0.84,Contacted,Open,,,
LD-304063,2025-04-16 19:32:00,Organic Search,Language Learning,East Region,Rep_14,2.02,Contacted,Open,,,
