lead_id,created_at,source,product,region,rep,response_time_hours,stage_reached,status,lost_reason,deal_value,closed_at
LD-303334,2025-11-04 17:13:00,Partner Channel,K-12 Math,West Region,Rep_08,5.95,Contacted,Open,,,
LD-303335,2025-07-24 09:00:00,Paid Search,K-12 Math,North Region,Rep_11,1.49,Contacted,Open,,,
LD-303336,2025-02-20 18:54:00,Organic Search,Coding for Kids,West Region,Rep_08,1.53,Contacted,Open,,,
LD-303337,2025-12-12 19:51:00,Paid Search,Coding for Kids,East Region,Rep_09,2.33,Demo Completed,Lost,No Response / Ghosted,675.0,2026-01-07 19:14:45.902551
LD-303338,2025-12-09 08:29:00,Paid Search,K-12 Math,South Region,Rep_12,8.63,Demo Completed,Lost,Price Objection,472.18,2026-01-13 17:48:01.121104
LD-303339,2025-07-21 17:57:00,Organic Search,Competitive Exam Prep,South Region,Rep_02,0.78,Contacted,Open,,,
LD-303340,2025-11-07 09:26:00,Referral,Competitive Exam Prep,West Region,Rep_13,1.53,Lead,Open,,,
LD-303341,2026-01-02 12:08:00,Organic Search,Coding for Kids,South Region,Rep_12,5.15,Contacted,Open,,,
LD-303342,2025-07-18 08:26:00,Organic Search,Competitive Exam Prep,East Region,Rep_14,1.47,Contacted,Open,,,
LD-303343,2025-11-23 15:41:00,Cold Outreach,Competitive Exam Prep,West Region,Rep_08,4.37,Contacted,Open,,,
LD-303344,2025-09-06 17:39:00,Referral,K-12 Math,East Region,Rep_04,3.77,Negotiation,Lost,No Response / Ghosted,485.12,2025-10-16 10:16:16.444289
LD-303345,2025-10-22 17:11:00,Paid Search,Language Learning,North Region,Rep_01,0.77,Lead,Open,,,
LD-303346,2026-04-03 20:07:00,Referral,Language Learning,South Region,Rep_02,2.49,Closed,Won,,396.45,2026-05-13 00:18:16.613806
LD-303347,2026-01-28 14:26:00,Referral,K-12 Math,South Region,Rep_02,0.78,Closed,Won,,514.73,2026-03-01 17:13:40.352749
LD-303348,2025-12-19 18:58:00,Paid Search,Coding for Kids,West Region,Rep_08,0.83,Negotiation,Lost,Bad Timing,532.59,2026-02-18 06:03:23.207674
LD-303349,2025-11-18 12:33:00,Organic Search,K-12 Math,North Region,Rep_11,11.35,Contacted,Open,,,
LD-303350,2025-10-31 14:29:00,Social Media,Study Abroad Prep,West Region,Rep_08,21.73,Demo Completed,Lost,Bad Timing,1540.57,2025-12-01 09:44:52.103126
LD-303351,2025-10-22 17:59:00,Social Media,K-12 Math,West Region,Rep_13,0.65,Demo Completed,Lost,Went With Competitor,573.41,2025-11-29 19:05:16.956374
LD-303352,2025-11-14 07:54:00,Referral,Coding for Kids,East Region,Rep_14,52.16,Contacted,Open,,,
LD-303353,2025-05-22 12:01:00,Webinar,Competitive Exam Prep,South Region,Rep_12,0.84,Contacted,Open,,,
LD-303354,2026-04-17 18:25:00,Partner Channel,Coding for Kids,East Region,Rep_09,6.29,Proposal Sent,Lost,No Response / Ghosted,671.2,2026-05-22 21:39:02.436113
LD-303355,2026-03-27 08:48:00,Referral,K-12 Math,South Region,Rep_07,9.54,Closed,Won,,536.4,2026-04-29 07:29:40.416352
LD-303356,2026-06-26 13:01:00,Organic Search,Coding for Kids,South Region,Rep_12,0.48,Closed,Won,,657.91,2026-07-26 18:19:42.278777
LD-303357,2025-10-14 16:36:00,Referral,K-12 Math,West Region,Rep_13,3.97,Closed,Won,,470.94,2025-11-20 07:28:51.526993
LD-303358,2025-06-27 15:05:00,Paid Search,Study Abroad Prep,North Region,Rep_01,5.8,Contacted,Open,,,
LD-303359,2025-12-31 09:58:00,Organic Search,K-12 Math,South Region,Rep_12,2.6,Contacted,Open,,,
LD-303360,2025-01-05 19:01:00,Organic Search,Study Abroad Prep,South Region,Rep_12,0.53,Closed,Won,,1428.26,2025-02-12 07:07:22.655118
LD-303361,2026-03-06 11:30:00,Social Media,Coding for Kids,East Region,Rep_14,1.97,Lead,Open,,,
LD-303362,2026-03-13 19:11:00,Cold Outreach,Coding for Kids,West Region,Rep_03,2.43,Proposal Sent,Lost,Bad Timing,723.2,2026-04-07 16:02:54.622947
LD-303363,2026-05-29 12:21:00,Referral,Study Abroad Prep,West Region,Rep_13,0.18,Contacted,Open,,,
LD-303364,2026-03-20 12:38:00,Paid Search,Competitive Exam Prep,North Region,Rep_11,8.94,Proposal Sent,Lost,No Response / Ghosted,893.39,2026-04-23 04:01:46.891444
LD-303365,2026-02-09 13:38:00,Referral,Language Learning,South Region,Rep_12,2.35,Closed,Won,,347.28,2026-03-23 23:27:35.328744
LD-303366,2025-11-28 07:59:00,Referral,K-12 Math,North Region,Rep_06,1.72,Contacted,Open,,,
LD-303367,2025-09-24 10:28:00,Organic Search,Coding for Kids,East Region,Rep_09,4.72,Contacted,Open,,,
LD-303368,2025-11-04 16:08:00,Paid Search,Coding for Kids,North Region,Rep_01,5.3,Contacted,Open,,,
LD-303369,2025-10-23 13:10:00,Paid Search,K-12 Math,North Region,Rep_06,2.06,Lead,Open,,,
LD-303370,2025-10-03 19:18:00,Paid Search,Coding for Kids,East Region,Rep_09,1.17,Contacted,Open,,,
LD-303371,2025-08-08 19:36:00,Referral,K-12 Math,East Region,Rep_14,14.05,Contacted,Open,,,
LD-303372,2025-11-05 15:28:00,Referral,K-12 Math,International,Rep_05,1.59,Contacted,Open,,,
LD-303373,2025-11-19 19:29:00,Paid Search,Language Learning,North Region,Rep_06,0.93,Lead,Open,,,
LD-303374,2025-03-05 14:38:00,Webinar,K-12 Math,West Region,Rep_13,1.52,Proposal Sent,Lost,No Response / Ghosted,471.63,2025-03-31 00:20:27.818015
LD-303375,2026-06-24 16:20:00,Cold Outreach,Coding for Kids,International,Rep_15,0.43,Demo Scheduled,Open,,,
LD-303376,2026-03-06 10:40:00,Social Media,Study Abroad Prep,West Region,Rep_08,1.98,Demo Completed,Lost,Bad Timing,1312.02,2026-04-06 16:33:23.239434
LD-303377,2025-05-18 15:18:00,Paid Search,Study Abroad Prep,South Region,Rep_02,0.67,Proposal Sent,Lost,Bad Timing,1701.88,2025-07-05 16:27:38.597119
LD-303378,2025-04-11 15:33:00,Social Media,K-12 Math,South Region,Rep_02,1.29,Contacted,Open,,,
LD-303379,2026-06-12 16:11:00,Cold Outreach,Coding for Kids,East Region,Rep_09,6.45,Lead,Open,,,
LD-303380,2025-02-24 07:54:00,Cold Outreach,Competitive Exam Prep,North Region,Rep_11,2.12,Contacted,Open,,,
LD-303381,2025-10-12 11:15:00,Paid Search,Coding for Kids,West Region,Rep_08,12.61,Contacted,Open,,,
LD-303382,2025-07-11 10:17:00,Paid Search,Language Learning,North Region,Rep_01,0.55,Contacted,Open,,,
LD-303383,2026-02-13 18:39:00,Paid Search,Study Abroad Prep,East Region,Rep_09,0.58,Proposal Sent,Lost,Price Objection,1235.78,2026-03-12 18:50:57.179641
LD-303384,2025-01-17 08:37:00,Social Media,K-12 Math,International,Rep_10,1.39,Lead,Open,,,
LD-303385,2026-05-06 15:26:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,4.55,Contacted,Open,,,
LD-303386,2025-03-25 08:27:00,Organic Search,K-12 Math,North Region,Rep_01,5.96,Closed,Won,,477.93,2025-05-06 06:43:40.120605
LD-303387,2025-12-14 18:54:00,Organic Search,Competitive Exam Prep,North Region,Rep_11,4.48,Contacted,Open,,,
LD-303388,2026-04-29 07:37:00,Organic Search,Competitive Exam Prep,East Region,Rep_09,3.69,Closed,Won,,1027.34,2026-06-10 03:54:46.050122
LD-303389,2025-10-14 13:57:00,Paid Search,Study Abroad Prep,North Region,Rep_01,2.25,Proposal Sent,Lost,Price Objection,1269.71,2025-11-23 08:12:29.966196
LD-303390,2025-11-03 10:00:00,Paid Search,Coding for Kids,North Region,Rep_01,5.92,Contacted,Open,,,
LD-303391,2025-10-03 10:14:00,Paid Search,K-12 Math,North Region,Rep_06,3.32,Lead,Open,,,
LD-303392,2025-07-03 14:38:00,Referral,Competitive Exam Prep,West Region,Rep_08,3.67,Closed,Won,,886.49,2025-08-12 22:46:14.877608
LD-303393,2025-09-22 16:23:00,Organic Search,Competitive Exam Prep,International,Rep_10,4.65,Lead,Open,,,
LD-303394,2025-03-31 14:02:00,Paid Search,Language Learning,North Region,Rep_01,5.66,Contacted,Open,,,
LD-303395,2026-02-22 11:20:00,Social Media,Competitive Exam Prep,East Region,Rep_14,7.78,Contacted,Open,,,
LD-303396,2025-05-23 16:11:00,Social Media,K-12 Math,East Region,Rep_04,6.83,Lead,Open,,,
LD-303397,2026-04-24 15:04:00,Paid Search,Study Abroad Prep,North Region,Rep_11,5.37,Contacted,Open,,,
LD-303398,2025-12-27 07:26:00,Paid Search,Language Learning,South Region,Rep_12,2.8,Contacted,Open,,,
LD-303399,2026-02-02 13:30:00,Paid Search,Competitive Exam Prep,West Region,Rep_03,2.49,Contacted,Open,,,
LD-303400,2025-08-22 11:09:00,Referral,K-12 Math,North Region,Rep_01,3.82,Closed,Won,,420.32,2025-10-16 09:56:06.537431
LD-303401,2025-12-19 17:57:00,Cold Outreach,K-12 Math,West Region,Rep_03,1.65,Lead,Open,,,
LD-303402,2026-05-27 08:00:00,Partner Channel,Competitive Exam Prep,North Region,Rep_11,1.39,Contacted,Open,,,
LD-303403,2025-02-03 12:37:00,Paid Search,Language Learning,South Region,Rep_02,4.84,Proposal Sent,Lost,Price Objection,346.4,2025-02-25 04:49:08.130039
LD-303404,2025-08-26 14:04:00,Cold Outreach,Study Abroad Prep,South Region,Rep_02,4.71,Lead,Open,,,
LD-303405,2025-11-14 07:42:00,Organic Search,Language Learning,West Region,Rep_08,1.15,Closed,Won,,422.04,2025-12-23 05:26:57.108884
LD-303406,2025-09-12 14:22:00,Paid Search,Coding for Kids,West Region,Rep_13,15.67,Proposal Sent,Lost,Price Objection,720.2,2025-10-19 17:42:39.303099
LD-303407,2026-06-05 09:35:00,Partner Channel,Competitive Exam Prep,North Region,Rep_01,2.75,Proposal Sent,Lost,Price Objection,981.73,2026-07-11 04:46:00.885053
LD-303408,2026-01-17 19:41:00,Paid Search,Language Learning,East Region,Rep_09,6.25,Contacted,Open,,,
LD-303409,2025-07-15 20:48:00,Paid Search,Coding for Kids,East Region,Rep_09,3.1,Contacted,Open,,,
LD-303410,2025-05-22 13:05:00,Organic Search,Study Abroad Prep,North Region,Rep_11,20.12,Negotiation,Lost,No Response / Ghosted,1190.45,2025-07-09 05:30:43.115885
LD-303411,2025-12-04 11:56:00,Webinar,Coding for Kids,North Region,Rep_11,1.29,Closed,Won,,704.58,2026-01-15 10:41:03.882805
LD-303412,2025-10-22 13:43:00,Social Media,Coding for Kids,West Region,Rep_08,2.44,Contacted,Open,,,
LD-303413,2025-07-24 18:17:00,Referral,K-12 Math,West Region,Rep_13,13.28,Negotiation,Lost,Budget Not Approved,551.32,2025-09-03 05:52:14.943785
LD-303414,2026-05-24 14:21:00,Organic Search,Study Abroad Prep,International,Rep_05,1.95,Contacted,Open,,,
LD-303415,2025-06-20 18:18:00,Organic Search,Competitive Exam Prep,East Region,Rep_14,5.53,Lead,Open,,,
LD-303416,2026-05-04 15:11:00,Cold Outreach,K-12 Math,South Region,Rep_07,3.29,Lead,Open,,,
LD-303417,2025-06-14 17:40:00,Paid Search,K-12 Math,South Region,Rep_02,0.57,Demo Completed,Lost,No Response / Ghosted,482.17,2025-07-02 11:31:17.260957
LD-303418,2025-02-21 16:25:00,Organic Search,Coding for Kids,West Region,Rep_13,2.65,Contacted,Open,,,
LD-303419,2025-05-09 13:30:00,Social Media,Language Learning,South Region,Rep_12,4.02,Contacted,Open,,,
LD-303420,2025-07-28 09:42:00,Social Media,K-12 Math,North Region,Rep_01,9.49,Contacted,Open,,,
LD-303421,2025-01-20 13:22:00,Webinar,Competitive Exam Prep,South Region,Rep_12,3.22,Closed,Won,,1001.2,2025-03-06 09:38:58.135348
LD-303422,2025-04-08 17:54:00,Referral,Coding for Kids,West Region,Rep_03,5.96,Contacted,Open,,,
LD-303423,2025-03-25 10:26:00,Organic Search,Competitive Exam Prep,South Region,Rep_02,0.42,Negotiation,Lost,Price Objection,972.99,2025-04-26 10:59:11.381095
LD-303424,2025-10-02 11:43:00,Social Media,Competitive Exam Prep,West Region,Rep_08,3.68,Contacted,Open,,,
LD-303425,2025-09-18 18:16:00,Webinar,Coding for Kids,East Region,Rep_04,3.62,Closed,Won,,707.57,2025-10-21 21:25:11.113666
LD-303426,2025-10-17 13:16:00,Paid Search,Language Learning,West Region,Rep_08,2.52,Negotiation,Lost,No Response / Ghosted,371.57,2025-12-13 18:55:23.234759
LD-303427,2025-11-30 20:28:00,Cold Outreach,Study Abroad Prep,International,Rep_10,3.59,Contacted,Open,,,
LD-303428,2025-05-16 17:46:00,Cold Outreach,Coding for Kids,South Region,Rep_02,2.44,Lead,Open,,,
LD-303429,2025-02-14 16:40:00,Referral,K-12 Math,East Region,Rep_14,4.54,Closed,Won,,476.94,2025-04-03 23:50:24.765604
LD-303430,2025-06-27 08:57:00,Cold Outreach,Competitive Exam Prep,South Region,Rep_02,1.94,Contacted,Open,,,
LD-303431,2025-02-21 19:08:00,Referral,Competitive Exam Prep,North Region,Rep_11,9.66,Closed,Won,,1080.73,2025-04-18 16:15:12.510969
LD-303432,2025-12-30 15:30:00,Organic Search,K-12 Math,South Region,Rep_02,7.99,Closed,Won,,550.5,2026-02-18 21:01:53.729607
LD-303433,2025-10-17 07:22:00,Social Media,Competitive Exam Prep,West Region,Rep_08,2.57,Negotiation,Lost,Went With Competitor,1088.39,2025-11-26 23:22:00.683470
LD-303434,2025-12-24 08:02:00,Partner Channel,K-12 Math,East Region,Rep_09,0.6,Contacted,Open,,,
LD-303435,2025-11-05 12:21:00,Referral,Language Learning,North Region,Rep_11,2.0,Closed,Won,,328.42,2025-12-12 10:03:56.410758
LD-303436,2025-10-03 09:20:00,Social Media,Competitive Exam Prep,South Region,Rep_02,5.31,Negotiation,Lost,Price Objection,990.6,2025-11-20 08:54:06.686753
LD-303437,2025-03-31 09:57:00,Paid Search,K-12 Math,South Region,Rep_02,3.54,Demo Scheduled,Open,,,
LD-303438,2025-11-17 16:13:00,Organic Search,Study Abroad Prep,North Region,Rep_11,1.11,Negotiation,Lost,Price Objection,1600.16,2025-12-18 12:18:28.045514
LD-303439,2026-02-09 08:09:00,Cold Outreach,Coding for Kids,East Region,Rep_14,1.85,Lead,Open,,,
LD-303440,2025-04-28 08:29:00,Partner Channel,Language Learning,South Region,Rep_02,15.08,Closed,Won,,293.53,2025-06-09 19:45:24.590609
LD-303441,2026-04-20 17:06:00,Paid Search,K-12 Math,East Region,Rep_09,7.59,Contacted,Open,,,
LD-303442,2026-04-10 15:05:00,Organic Search,K-12 Math,East Region,Rep_04,4.78,Lead,Open,,,
LD-303443,2026-05-08 14:12:00,Paid Search,Coding for Kids,South Region,Rep_12,1.93,Contacted,Open,,,
LD-303444,2026-03-11 19:00:00,Paid Search,Coding for Kids,North Region,Rep_11,1.46,Demo Completed,Lost,Price Objection,579.93,2026-04-08 13:19:24.114934
LD-303445,2025-01-06 10:13:00,Organic Search,K-12 Math,North Region,Rep_11,2.75,Contacted,Open,,,
LD-303446,2025-05-14 15:55:00,Social Media,Study Abroad Prep,South Region,Rep_12,0.97,Contacted,Open,,,
LD-303447,2025-06-21 19:57:00,Referral,Coding for Kids,South Region,Rep_07,1.83,Closed,Won,,747.37,2025-07-22 08:36:28.420199
LD-303448,2025-12-02 12:47:00,Social Media,Coding for Kids,East Region,Rep_09,4.51,Lead,Open,,,
LD-303449,2025-04-21 20:20:00,Social Media,Competitive Exam Prep,International,Rep_05,7.11,Contacted,Open,,,
LD-303450,2025-11-25 09:29:00,Social Media,Study Abroad Prep,East Region,Rep_04,3.92,Lead,Open,,,
LD-303451,2025-09-09 08:01:00,Paid Search,Language Learning,West Region,Rep_08,3.24,Closed,Won,,314.98,2025-10-06 18:09:00.289710
LD-303452,2025-03-09 12:11:00,Partner Channel,Language Learning,North Region,Rep_11,3.42,Closed,Won,,326.35,2025-04-21 05:34:06.338194
LD-303453,2025-03-12 14:30:00,Webinar,K-12 Math,West Region,Rep_13,4.86,Lead,Open,,,
LD-303454,2026-01-13 13:26:00,Webinar,Competitive Exam Prep,International,Rep_05,0.85,Closed,Won,,1072.28,2026-02-26 12:33:45.331533
LD-303455,2026-06-09 14:16:00,Partner Channel,Study Abroad Prep,South Region,Rep_02,3.56,Closed,Won,,1589.21,2026-08-04 08:37:34.359418
LD-303456,2025-08-29 13:42:00,Cold Outreach,Language Learning,North Region,Rep_11,1.22,Lead,Open,,,
LD-303457,2026-04-19 10:36:00,Organic Search,K-12 Math,West Region,Rep_08,0.39,Contacted,Open,,,
LD-303458,2025-09-24 16:48:00,Organic Search,Competitive Exam Prep,West Region,Rep_08,10.5,Proposal Sent,Lost,Bad Timing,921.31,2025-11-03 16:00:45.153917
LD-303459,2025-10-31 19:57:00,Paid Search,Coding for Kids,East Region,Rep_14,0.48,Negotiation,Lost,Price Objection,678.47,2025-12-15 15:50:44.262673
LD-303460,2026-05-29 07:17:00,Social Media,Competitive Exam Prep,North Region,Rep_06,5.97,Lead,Open,,,
LD-303461,2026-04-08 19:13:00,Organic Search,Competitive Exam Prep,North Region,Rep_01,6.89,Contacted,Open,,,
LD-303462,2026-02-11 15:58:00,Cold Outreach,Competitive Exam Prep,West Region,Rep_13,2.0,Lead,Open,,,
LD-303463,2026-05-15 10:07:00,Social Media,Competitive Exam Prep,East Region,Rep_09,3.12,Contacted,Open,,,
LD-303464,2025-04-18 16:15:00,Organic Search,K-12 Math,International,Rep_15,1.97,Contacted,Open,,,
LD-303465,2026-01-14 15:37:00,Referral,Study Abroad Prep,West Region,Rep_03,2.03,Contacted,Open,,,
LD-303466,2025-06-05 07:18:00,Webinar,K-12 Math,North Region,Rep_11,0.91,Negotiation,Lost,Bad Timing,587.3,2025-07-24 20:20:33.335407
LD-303467,2025-12-29 19:46:00,Social Media,Study Abroad Prep,International,Rep_10,1.74,Contacted,Open,,,
LD-303468,2026-05-19 07:13:00,Cold Outreach,Study Abroad Prep,North Region,Rep_06,3.84,Lead,Open,,,
LD-303469,2026-04-02 17:45:00,Social Media,K-12 Math,South Region,Rep_02,0.93,Contacted,Open,,,
LD-303470,2025-07-09 12:27:00,Organic Search,Language Learning,North Region,Rep_01,1.5,Demo Completed,Lost,Price Objection,374.62,2025-08-11 07:04:44.300422
LD-303471,2025-12-05 12:08:00,Cold Outreach,Coding for Kids,North Region,Rep_11,3.92,Lead,Open,,,
LD-303472,2025-05-09 19:57:00,Organic Search,K-12 Math,East Region,Rep_09,3.26,Contacted,Open,,,
LD-303473,2025-09-12 12:41:00,Social Media,Competitive Exam Prep,North Region,Rep_11,2.68,Demo Scheduled,Open,,,
LD-303474,2025-08-18 17:27:00,Social Media,K-12 Math,West Region,Rep_13,1.59,Demo Completed,Lost,No Response / Ghosted,450.47,2025-09-22 09:02:01.212446
LD-303475,2026-01-09 15:19:00,Paid Search,K-12 Math,West Region,Rep_08,2.05,Contacted,Open,,,
LD-303476,2025-11-03 19:50:00,Webinar,K-12 Math,South Region,Rep_02,3.76,Closed,Won,,587.95,2025-12-22 22:12:56.248375
LD-303477,2026-04-23 07:59:00,Paid Search,Study Abroad Prep,International,Rep_10,7.94,Lead,Open,,,
LD-303478,2026-06-03 15:54:00,Referral,Language Learning,West Region,Rep_13,7.57,Closed,Won,,348.08,2026-07-14 18:42:26.242641
LD-303479,2025-06-02 07:29:00,Organic Search,Language Learning,East Region,Rep_14,4.86,Negotiation,Lost,No Response / Ghosted,306.43,2025-07-24 19:58:10.066725
LD-303480,2025-07-07 20:34:00,Referral,K-12 Math,North Region,Rep_01,4.32,Contacted,Open,,,
LD-303481,2026-02-27 19:30:00,Organic Search,Language Learning,South Region,Rep_07,1.55,Demo Completed,Lost,Bad Timing,374.98,2026-04-07 22:22:15.482556
LD-303482,2025-11-04 07:18:00,Referral,Study Abroad Prep,South Region,Rep_07,23.38,Contacted,Open,,,
LD-303483,2025-09-11 20:09:00,Organic Search,Coding for Kids,South Region,Rep_02,3.07,Demo Completed,Lost,No Response / Ghosted,623.77,2025-10-07 10:25:52.425057
LD-303484,2025-11-05 08:02:00,Partner Channel,K-12 Math,South Region,Rep_12,20.14,Contacted,Open,,,
LD-303485,2025-12-26 18:41:00,Organic Search,K-12 Math,South Region,Rep_12,1.47,Negotiation,Lost,Went With Competitor,455.41,2026-02-03 07:33:25.520518
LD-303486,2025-07-17 12:24:00,Referral,Study Abroad Prep,North Region,Rep_01,1.73,Closed,Won,,1525.94,2025-08-12 05:37:29.923231
LD-303487,2026-01-29 17:40:00,Social Media,Competitive Exam Prep,South Region,Rep_02,2.7,Contacted,Open,,,
LD-303488,2026-01-21 17:40:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,3.86,Lead,Open,,,
LD-303489,2025-12-10 18:45:00,Partner Channel,Language Learning,West Region,Rep_03,4.42,Proposal Sent,Lost,Price Objection,316.78,2025-12-30 18:56:34.660129
LD-303490,2026-06-12 08:08:00,Cold Outreach,K-12 Math,West Region,Rep_08,7.46,Contacted,Open,,,
LD-303491,2025-09-05 19:52:00,Organic Search,K-12 Math,East Region,Rep_04,11.88,Demo Scheduled,Open,,,
LD-303492,2025-08-08 15:18:00,Paid Search,Language Learning,South Region,Rep_07,4.06,Lead,Open,,,
LD-303493,2026-03-31 13:18:00,Webinar,Competitive Exam Prep,North Region,Rep_06,3.31,Closed,Won,,1043.55,2026-05-08 00:07:34.818129
LD-303494,2026-02-20 18:43:00,Referral,K-12 Math,East Region,Rep_04,3.68,Closed,Won,,474.26,2026-04-07 23:00:33.204082
LD-303495,2025-01-31 19:26:00,Organic Search,Competitive Exam Prep,South Region,Rep_02,0.42,Negotiation,Lost,Went With Competitor,1002.66,2025-03-22 07:30:26.150743
LD-303496,2025-12-10 18:07:00,Cold Outreach,K-12 Math,West Region,Rep_13,19.69,Lead,Open,,,
LD-303497,2025-10-24 14:29:00,Cold Outreach,Coding for Kids,South Region,Rep_12,3.17,Contacted,Open,,,
LD-303498,2025-01-03 10:05:00,Partner Channel,Study Abroad Prep,East Region,Rep_04,2.27,Contacted,Open,,,
LD-303499,2026-06-08 11:58:00,Paid Search,K-12 Math,South Region,Rep_12,1.12,Contacted,Open,,,
LD-303500,2025-01-21 17:32:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,2.29,Contacted,Open,,,
LD-303501,2025-01-10 10:12:00,Referral,K-12 Math,North Region,Rep_06,2.78,Negotiation,Lost,Bad Timing,568.79,2025-02-03 21:59:25.862121
LD-303502,2025-09-18 20:53:00,Organic Search,Language Learning,International,Rep_15,0.5,Negotiation,Lost,Went With Competitor,308.61,2025-11-03 10:03:50.571919
LD-303503,2025-07-18 07:54:00,Social Media,K-12 Math,North Region,Rep_01,1.04,Contacted,Open,,,
LD-303504,2025-02-03 16:37:00,Cold Outreach,Language Learning,South Region,Rep_02,12.66,Lead,Open,,,
LD-303505,2025-03-17 08:28:00,Paid Search,Language Learning,West Region,Rep_08,4.71,Proposal Sent,Lost,Price Objection,291.43,2025-04-18 19:46:56.308221
LD-303506,2025-05-20 16:33:00,Partner Channel,Coding for Kids,East Region,Rep_09,6.34,Contacted,Open,,,
LD-303507,2025-04-26 07:30:00,Social Media,K-12 Math,North Region,Rep_01,8.04,Demo Completed,Lost,Went With Competitor,411.02,2025-05-16 16:59:33.341058
LD-303508,2025-11-21 19:33:00,Paid Search,Competitive Exam Prep,International,Rep_15,16.65,Demo Scheduled,Open,,,
LD-303509,2025-03-18 20:30:00,Cold Outreach,Language Learning,North Region,Rep_06,3.31,Contacted,Open,,,
LD-303510,2025-04-24 09:39:00,Partner Channel,Competitive Exam Prep,North Region,Rep_01,2.97,Contacted,Open,,,
LD-303511,2026-05-08 10:17:00,Social Media,Study Abroad Prep,West Region,Rep_08,0.71,Closed,Won,,1218.0,2026-06-13 20:40:45.371057
LD-303512,2025-01-11 13:08:00,Social Media,Competitive Exam Prep,International,Rep_15,0.77,Negotiation,Lost,Went With Competitor,1056.12,2025-02-22 05:09:59.460075
LD-303513,2025-08-23 11:53:00,Referral,Coding for Kids,South Region,Rep_02,2.03,Contacted,Open,,,
LD-303514,2025-02-28 20:33:00,Social Media,K-12 Math,North Region,Rep_11,15.35,Contacted,Open,,,
LD-303515,2026-01-09 16:40:00,Organic Search,Language Learning,East Region,Rep_04,5.24,Demo Completed,Lost,Went With Competitor,405.17,2026-02-19 06:13:52.670904
LD-303516,2025-03-10 16:13:00,Social Media,K-12 Math,South Region,Rep_07,0.65,Contacted,Open,,,
LD-303517,2026-01-30 14:01:00,Paid Search,K-12 Math,East Region,Rep_04,5.09,Contacted,Open,,,
LD-303518,2025-11-19 11:19:00,Webinar,Study Abroad Prep,West Region,Rep_03,2.67,Contacted,Open,,,
LD-303519,2025-05-06 08:48:00,Webinar,K-12 Math,South Region,Rep_07,2.82,Negotiation,Lost,No Response / Ghosted,577.21,2025-06-10 10:02:33.374146
LD-303520,2026-01-02 20:51:00,Referral,Coding for Kids,East Region,Rep_14,1.65,Demo Completed,Lost,Price Objection,538.03,2026-02-04 14:48:01.167033
LD-303521,2025-12-19 15:01:00,Referral,K-12 Math,East Region,Rep_04,1.61,Negotiation,Lost,Went With Competitor,587.82,2026-02-01 08:55:17.977257
LD-303522,2026-05-05 13:37:00,Partner Channel,Competitive Exam Prep,South Region,Rep_02,1.74,Closed,Won,,998.08,2026-06-15 14:42:38.796354
LD-303523,2025-04-07 14:29:00,Organic Search,Competitive Exam Prep,South Region,Rep_07,3.28,Demo Completed,Lost,Price Objection,1153.99,2025-05-06 14:00:58.480337
LD-303524,2025-06-08 13:19:00,Organic Search,Language Learning,International,Rep_05,4.71,Lead,Open,,,
LD-303525,2026-05-24 07:29:00,Referral,Study Abroad Prep,South Region,Rep_12,9.76,Contacted,Open,,,
LD-303526,2025-01-17 20:13:00,Organic Search,Coding for Kids,North Region,Rep_01,4.59,Contacted,Open,,,
LD-303527,2026-03-13 16:04:00,Partner Channel,K-12 Math,West Region,Rep_13,5.08,Contacted,Open,,,
LD-303528,2025-02-05 16:42:00,Partner Channel,Competitive Exam Prep,South Region,Rep_12,0.81,Contacted,Open,,,
LD-303529,2026-05-29 19:48:00,Paid Search,Language Learning,East Region,Rep_04,0.81,Lead,Open,,,
LD-303530,2025-07-07 10:13:00,Referral,K-12 Math,South Region,Rep_07,1.38,Negotiation,Lost,Price Objection,579.26,2025-08-15 00:52:26.462462
LD-303531,2026-05-06 08:09:00,Organic Search,K-12 Math,South Region,Rep_07,1.57,Negotiation,Lost,Bad Timing,577.69,2026-06-22 03:15:56.778105
LD-303532,2026-03-31 17:11:00,Organic Search,Competitive Exam Prep,South Region,Rep_07,1.68,Contacted,Open,,,
LD-303533,2026-02-20 20:54:00,Paid Search,Coding for Kids,South Region,Rep_02,1.94,Demo Completed,Lost,Budget Not Approved,676.08,2026-03-26 18:09:52.932036
LD-303534,2025-12-04 17:32:00,Paid Search,K-12 Math,South Region,Rep_02,3.83,Contacted,Open,,,
LD-303535,2025-01-10 16:00:00,Organic Search,Coding for Kids,International,Rep_15,13.76,Contacted,Open,,,
LD-303536,2025-01-10 20:25:00,Paid Search,K-12 Math,North Region,Rep_11,6.46,Demo Completed,Lost,Budget Not Approved,523.01,2025-02-05 14:07:34.330745
LD-303537,2025-06-04 10:02:00,Social Media,Coding for Kids,West Region,Rep_03,13.41,Lead,Open,,,
LD-303538,2026-04-23 14:14:00,Cold Outreach,Study Abroad Prep,North Region,Rep_11,0.95,Demo Scheduled,Open,,,
LD-303539,2025-07-21 15:10:00,Webinar,Coding for Kids,West Region,Rep_08,3.66,Closed,Won,,618.35,2025-08-29 22:05:21.926583
